msoa11cd,msoa11nm,Under_16,Age_16_39,Age_40_44,Age_45_49,Age_50_54,Age_55_59,Age_60_64,Age_65_69,Age_70_74,Age_75_79,Age_80_and_over,Age_16_and_over
E02001080,Ladybarn,"1,111","5,982",646,454,350,343,331,255,202,167,209,"8,939"
E02001081,Beech Road & Chorlton Meadows,"1,204","2,348",639,487,532,475,351,276,240,142,184,"5,674"
E02001082,Withington West,886,"3,917",533,438,399,333,270,229,204,111,173,"6,607"
E02001083,West Didsbury,"1,221","4,673",837,632,527,362,293,181,156,99,144,"7,904"
E02001084,Withington East,"1,563","4,114",726,570,543,515,397,327,282,164,267,"7,905"
E02001085,Burnage South,"2,409","3,563",701,631,655,599,466,315,257,191,208,"7,586"
E02001086,Merseybank & Barlow Moor,"1,403","3,215",686,560,540,470,355,255,230,177,286,"6,774"
E02001087,Didsbury Village,"1,735","3,863",907,825,733,666,505,466,426,310,399,"9,100"
E02001088,Northern Moor,"2,246","3,422",732,632,595,601,482,417,335,184,305,"7,705"
E02001089,East Didsbury,"1,741","3,380",762,599,588,573,476,391,349,223,366,"7,707"
E02001090,Northenden,"1,186","2,299",516,489,567,527,497,404,335,222,316,"6,172"
E02001091,Baguley West & Brooklands,"1,600","2,809",599,614,619,594,545,456,428,304,354,"7,322"
E02001092,Baguley East & Wythenshawe Park,"2,135","3,434",700,562,661,608,545,353,341,195,257,"7,656"
E02001093,Benchill North & Sharston,"2,752","4,055",743,662,661,551,491,377,350,241,317,"8,448"
E02001094,Benchill South & Wythenshawe Central,"3,060","4,139",780,656,625,540,522,379,313,192,183,"8,329"
E02001095,Newall Green,"2,164","3,601",678,652,678,603,498,405,373,205,226,"7,919"
E02001096,Wythenshawe East & Peel Hall,"1,735","2,877",573,532,617,607,495,455,386,202,276,"7,020"
E02001097,Woodhouse Park & Airport,"2,055","3,476",677,577,605,626,497,377,321,187,244,"7,587"
E02006902,City Centre North & Collyhurst,667,"5,530",590,367,290,224,168,106,73,41,46,"7,435"
E02006912,Piccadilly & Ancoats,254,"12,932",684,391,285,196,169,122,110,63,119,"15,071"
E02006913,Cheetham Hill,"1,707","4,842",690,558,498,389,309,161,136,98,118,"7,799"
E02006914,University North & Whitworth Street,440,"8,394",356,258,220,162,101,52,32,24,26,"9,625"
E02006915,Strangeways,"2,788","4,911",996,824,674,506,367,276,163,116,115,"8,948"
E02006916,Hulme Park & St George's,764,"4,576",527,381,335,286,169,111,81,44,62,"6,572"
E02006917,Castlefield & Deansgate,225,"4,378",396,239,190,147,89,72,48,29,15,"5,603"
E02001098,Shaw & Crompton,997,"1,500",339,352,462,506,437,388,511,400,405,"5,300"
E02001099,Wood End,"1,030","1,786",358,363,467,478,381,319,315,237,252,"4,956"
E02001100,Clough & Shaw Side,"1,004","1,685",368,380,473,477,401,382,423,336,392,"5,317"
E02001101,Royton North,976,"1,499",355,407,492,437,426,397,451,315,286,"5,065"
E02001102,Royton East & Cowlishaw,"1,192","1,830",361,406,529,486,392,312,336,201,213,"5,066"
E02001103,"Diggle, Delph & Denshaw",835,"1,271",323,412,497,529,391,396,406,303,388,"4,916"
E02001104,Moorside & Sholver,"1,703","2,444",455,553,608,517,412,310,336,188,218,"6,041"
E02001105,Royton South West,"1,007","1,586",330,393,480,452,413,349,437,326,349,"5,115"
E02001106,Royton South East,998,"1,803",381,386,452,509,364,304,371,290,386,"5,246"
E02001107,Chadderton North,"1,764","2,302",526,449,478,411,341,289,289,220,277,"5,582"
E02001108,Derker,"1,671","2,179",379,347,370,380,262,193,191,121,178,"4,600"
E02001109,Waterhead,"1,638","2,560",501,490,630,618,458,384,363,205,272,"6,481"
E02001110,"New Delph, Dobcross & Austerlands","1,045","1,486",383,480,558,576,524,428,486,336,380,"5,637"
E02001111,Oldham Town North,"2,404","3,446",655,648,572,485,376,291,216,151,221,"7,061"
E02001112,Middleton Junction,"1,015","1,680",362,361,445,487,454,448,438,240,254,"5,169"
E02001113,Busk,"2,835","4,222",795,674,521,360,286,230,158,125,196,"7,567"
E02001114,Chadderton Central,"2,044","2,923",638,616,602,539,471,402,398,344,397,"7,330"
E02001115,Lees & Hey,"1,117","1,860",329,414,445,442,391,334,309,254,278,"5,056"
E02001116,Salem,"2,641","3,080",641,533,408,380,297,263,202,118,162,"6,084"
E02001117,Greenfield & Uppermill,"1,023","1,488",374,472,518,501,403,417,464,324,378,"5,339"
E02001118,Springhead & Grasscroft,"1,023","1,614",373,405,524,547,457,385,396,296,414,"5,411"
E02001119,Alexandra Park,"3,892","5,368","1,013",746,636,431,430,397,200,150,311,"9,682"
E02001121,Oldham Town South,"2,697","3,545",683,561,470,343,325,231,149,102,152,"6,561"
E02001123,Alt,"1,965","2,461",517,458,497,430,352,283,266,180,214,"5,658"
E02001124,Chadderton South East,"1,676","2,422",460,424,437,415,308,275,238,184,207,"5,370"
E02001125,Chadderton South West,"1,660","2,643",502,501,591,604,512,398,388,247,386,"6,772"
E02001126,Hathershaw,"2,679","3,460",678,599,602,507,465,317,254,172,229,"7,283"
E02001127,Lime Side & Garden Suburb,"2,074","2,873",542,475,537,508,412,340,290,191,190,"6,358"
E02001128,Failsworth East,"1,565","2,512",447,505,600,570,478,386,382,292,318,"6,490"
E02001129,Failsworth West,"1,377","2,363",450,442,449,429,329,300,307,177,286,"5,532"
E02001130,Holt Lane End & Bardsley,902,"1,625",335,347,509,543,431,340,313,246,343,"5,032"
E02001131,Failsworth South,"1,088","1,660",323,341,455,448,345,264,268,262,325,"4,691"
E02006860,Werneth,"5,056","6,826","1,419","1,136",935,662,588,544,331,206,387,"13,034"
E02001132,Littleborough North & Calderbook,"1,177","1,944",415,471,571,530,408,384,384,274,322,"5,703"
E02001133,Littleborough West & Wardle,"1,361","1,936",431,490,508,508,412,412,432,288,229,"5,646"
E02001134,Littleborough South & Smithy Bridge,"1,093","1,717",408,442,537,587,447,393,443,340,319,"5,633"
E02001135,Hurstead & Smallbridge,"2,384","3,025",626,554,557,489,387,273,322,234,234,"6,701"
E02001136,"Healey, Syke & Shawclough","1,879","3,002",610,646,699,682,616,558,520,360,435,"8,128"
E02001137,Hooley Bridge & Norden West,"1,039","1,723",338,455,555,539,431,430,388,245,264,"5,368"
E02001138,Norden East & Bagslate Moor,"1,501","2,278",526,506,734,758,646,564,587,436,571,"7,606"
E02001139,Wardleworth & Newbold Brow,"3,080","4,352",846,690,592,432,434,390,233,158,219,"8,346"
E02001140,Spotland Bridge,"2,134","2,929",560,529,539,493,377,333,311,204,343,"6,618"
E02001141,Central Rochdale & Mandale Park,"3,471","5,103","1,118","1,004",924,721,613,459,354,218,306,"10,820"
E02001142,Springfield Park,"1,029","1,539",376,340,470,475,429,401,430,350,467,"5,277"
E02001143,Kingsway,"3,305","4,490",914,871,830,678,493,423,342,232,306,"9,579"
E02001144,Milnrow West,"1,177","2,034",384,432,494,500,402,347,373,249,277,"5,492"
E02001145,Milnrow East & Newhey,"1,302","2,082",429,515,604,561,461,420,462,333,294,"6,161"
E02001146,Deeplish,"2,924","4,194",876,707,646,491,488,384,228,171,278,"8,463"
E02001147,Balderstone & Kirkholt,"2,700","3,550",723,668,742,621,567,418,367,239,297,"8,192"
E02001148,Castleton & Trub,"2,202","3,387",647,732,720,739,622,543,611,412,501,"8,914"
E02001149,Heywood Town,"2,282","3,663",721,678,725,725,645,538,528,309,401,"8,933"
E02001150,Heywood Heap Bridge & Darnhill,"2,180","3,008",595,586,673,653,578,472,440,237,325,"7,567"
E02001151,Heywood Hopwood & Siddal Moor,"2,076","3,190",706,713,709,746,649,521,551,377,435,"8,597"
E02001152,North Middleton & Stakehill,"2,215","3,526",686,650,765,691,610,550,448,285,331,"8,542"
E02001153,Langley & Wood Side,"3,322","4,431",921,783,822,718,693,535,475,274,339,"9,991"
E02001154,Middleton East,"2,111","3,486",715,656,709,784,692,534,446,249,379,"8,650"
E02001155,Middleton Town & Rhodes,"1,353","2,261",534,499,533,593,505,399,369,244,347,"6,284"
E02001156,Alkrington,"1,905","2,889",659,648,746,777,671,587,569,404,658,"8,608"
E02001157,Little Hulton North,"2,481","3,215",544,529,552,492,438,309,296,187,290,"6,852"
E02001158,Walkden North West,"1,420","2,201",366,396,446,397,390,273,293,166,252,"5,180"
E02001159,Walkden North East,"1,733","2,747",540,452,449,500,307,250,258,170,185,"5,858"
E02001160,Little Hulton South,"2,101","2,744",502,498,462,401,378,284,299,185,238,"5,991"
E02001161,Clifton,998,"1,912",408,348,431,485,454,321,294,228,337,"5,218"
E02001162,Swinton Newtown,"1,069","1,985",392,383,425,410,349,273,381,242,357,"5,197"
E02001163,Walkden South,"1,830","3,232",545,631,670,720,625,480,548,422,496,"8,369"
E02001164,Clifton Green & Pendlebury East,"1,718","4,314",775,571,590,468,339,252,245,149,162,"7,865"
E02001165,Swinton West,"1,300","2,175",396,404,485,446,373,261,266,207,257,"5,270"
E02001166,Broughton Park,"2,811","3,033",458,385,366,353,317,312,283,190,292,"5,989"
E02001167,Kersal Dale,"1,906","3,242",574,447,470,421,365,292,294,167,250,"6,522"
E02001168,Swinton Worsley Road,"2,167","3,576",719,675,700,656,594,491,474,283,426,"8,594"
E02001169,Ellenbrook & Boothstown,"2,031","3,120",733,761,855,842,798,633,687,444,501,"9,374"
E02001170,Worsley,"1,916","2,626",730,778,839,722,588,467,618,465,697,"8,530"
E02001171,Swinton South East & Pendlebury West,"1,102","1,910",449,396,408,496,415,323,351,243,335,"5,326"
E02001172,Higher Broughton,"5,468","7,429","1,302",978,837,681,561,455,371,255,385,"13,254"
E02001173,Cromwell Road & Broad Street,"1,953","4,633",708,575,520,465,362,253,235,161,170,"8,082"
E02001174,Lightoaks,933,"2,269",406,355,385,372,346,294,278,186,263,"5,154"
E02001175,Winton & Westwood,"1,619","2,803",539,544,526,548,398,295,267,194,258,"6,372"
E02001176,Eccles,"1,975","4,118",884,910,809,829,755,564,580,417,671,"10,537"
E02001177,Weaste & Seedley,"2,678","6,107","1,011",818,851,816,663,544,496,347,522,"12,175"
E02001178,Salford Central & University,"1,704","12,806","1,219",811,612,574,417,211,181,90,112,"17,033"
E02001179,Langworthy Buile Hill,"1,309","3,634",519,377,397,396,357,260,246,170,206,"6,562"
E02001180,Pendleton,"1,208","3,567",526,404,411,352,253,216,186,107,144,"6,166"
E02001181,Peel Green,"1,407","2,341",440,388,433,420,361,239,211,144,189,"5,166"
E02001182,Barton upon Irwell,"1,595","2,856",507,489,488,452,363,249,236,144,229,"6,013"
E02001183,Patricroft,"1,496","2,964",551,435,476,457,358,250,209,159,186,"6,045"
E02001184,Ordsall & Salford Quays,"2,140","10,531","1,137",778,717,544,439,317,329,182,175,"15,149"
E02001185,Higher Irlam,"2,090","3,195",652,631,724,790,570,478,474,439,533,"8,486"
E02001186,Lower Irlam & Cadishead,"2,317","3,619",709,712,855,741,587,391,443,341,404,"8,802"
E02001187,Reddish Vale View,"1,406","2,379",491,475,516,590,490,367,355,282,292,"6,237"
E02001188,North Reddish,"1,919","3,201",600,581,566,560,430,303,316,178,205,"6,940"
E02001189,Central Reddish,"1,556","2,793",586,572,628,681,546,437,416,300,370,"7,329"
E02001190,Brinnington,"2,156","3,155",511,459,517,443,370,283,219,140,257,"6,354"
E02001191,Woodley,916,"1,608",375,391,430,443,419,394,437,271,368,"5,136"
E02001192,Heaton Chapel & Shaw Road,"1,178","2,264",575,518,547,533,380,344,261,207,380,"6,009"
E02001193,South Reddish & Heaton Norris,"1,195","2,397",482,459,505,442,364,253,257,162,233,"5,554"
E02001194,Heaton Moor,"1,323","1,885",539,508,500,467,418,365,343,229,384,"5,638"
E02001195,Bredbury,"1,400","2,335",474,488,571,584,450,416,431,328,401,"6,478"
E02001196,Romiley & Compstall,"1,343","2,079",493,519,577,636,509,477,555,433,614,"6,892"
E02001197,Norris Bank,"1,359","1,889",528,511,504,460,424,364,306,207,265,"5,458"
E02001198,Bredbury Green,"1,377","2,164",456,472,564,515,420,379,445,389,621,"6,425"
E02001199,Heaton Mersey,"1,565","2,500",654,584,589,627,534,445,472,274,393,"7,072"
E02001200,"Central Stockport, Portwood & Shaw Heath","1,543","3,051",557,517,523,536,433,344,299,166,223,"6,649"
E02001201,Woodbank Park,"1,171","1,870",416,345,441,430,320,273,251,178,256,"4,780"
E02001202,Edgeley,"1,279","2,547",520,425,481,421,304,243,233,134,152,"5,460"
E02001203,Marple Bridge & Mellor,"1,075","1,394",388,439,462,477,489,426,454,355,430,"5,314"
E02001204,Cheadle Heath,"1,808","3,034",679,635,647,639,514,440,372,222,348,"7,530"
E02001205,Heaviley,"1,503","2,897",537,599,654,600,524,373,360,236,287,"7,067"
E02001206,Marple & Rose Hill,"1,365","1,999",517,462,558,567,450,431,482,322,606,"6,394"
E02001207,Offerton East & Bosden Farm,"1,225","1,967",423,451,501,535,583,476,469,281,376,"6,062"
E02001208,Cheadle East,"1,399","2,436",550,516,537,549,496,370,327,240,402,"6,423"
E02001209,Davenport,"1,559","2,695",555,612,606,543,420,340,311,175,270,"6,527"
E02001210,Offerton West,"1,660","2,368",507,509,521,521,432,368,322,289,371,"6,208"
E02001211,Gatley North,"1,419","1,905",550,479,479,447,444,351,354,263,395,"5,667"
E02001212,Adswood,"1,848","2,666",541,491,474,418,300,262,218,138,204,"5,712"
E02001213,Woodsmoor & Mile End,"1,888","3,112",753,714,756,758,674,503,454,347,477,"8,548"
E02001214,Gatley South & Cheadle West,"1,516","2,278",528,578,584,557,513,429,491,372,590,"6,920"
E02001215,Marple & Hawk Green,"1,042","1,505",438,370,424,461,423,410,506,352,487,"5,376"
E02001216,Cheadle Hulme Orrishmere,"1,547","2,104",636,536,603,498,443,459,475,351,505,"6,610"
E02001217,Hazel Grove North,"1,307","2,294",444,431,504,450,377,307,384,263,477,"5,931"
E02001218,Bramhall North West,"1,125","1,553",417,489,469,456,398,395,409,310,450,"5,346"
E02001219,Hazel Grove West,884,"1,384",332,344,402,396,341,361,388,316,401,"4,665"
E02001220,Cheadle Hulme West,"1,178","1,563",472,422,433,437,378,328,332,246,300,"4,911"
E02001221,Hazel Grove East & South,"1,007","1,518",369,481,438,485,417,350,393,341,470,"5,262"
E02001222,Heald Green West,"1,354","1,934",529,385,427,399,391,417,440,309,489,"5,720"
E02001223,Bramhall North East,"1,188","1,754",443,488,540,527,541,449,426,359,567,"6,094"
E02001224,High Lane,766,"1,247",316,391,466,516,479,412,540,463,637,"5,467"
E02001225,Cheadle Hulme South East,"1,504","1,934",579,571,636,538,494,414,461,332,503,"6,462"
E02001226,Heald Green East,"1,531","2,230",549,484,462,499,397,381,375,266,414,"6,057"
E02001227,Bramhall West,"1,098","1,272",392,416,383,452,371,335,377,342,520,"4,860"
E02001228,Bramhall South & Woodford,"1,124","1,656",426,449,438,471,408,370,361,325,564,"5,468"
E02001229,Mossley,"1,977","3,133",740,817,850,812,640,563,558,342,347,"8,802"
E02001230,Ashton North,"1,117","1,788",361,364,436,514,422,367,439,335,308,"5,334"
E02001231,Carrbrook & Micklehurst,"1,544","2,221",529,544,577,573,446,376,421,205,199,"6,091"
E02001232,Hurst Cross,"1,961","2,986",583,569,644,610,477,357,402,269,302,"7,199"
E02001233,Ashton Waterloo,"1,769","2,566",494,499,560,556,550,467,463,313,363,"6,831"
E02001234,Smallshaw,"1,985","2,853",551,498,588,555,484,329,359,233,301,"6,751"
E02001235,Ashton East,"1,533","2,574",539,547,562,516,430,328,289,225,252,"6,262"
E02001236,Stalybridge North,"1,481","2,231",392,400,469,397,315,263,260,172,259,"5,158"
E02001237,Stalybridge East & Swineshaw,"1,496","2,334",513,522,605,548,409,312,339,192,250,"6,024"
E02001238,Droylsden East,"1,527","2,437",525,518,589,662,587,446,457,305,389,"6,915"
E02001239,Droylsden Central,"2,080","3,325",579,627,761,739,599,431,388,306,371,"8,126"
E02001240,Droylsden West,"1,264","2,145",417,457,504,520,411,314,323,206,257,"5,554"
E02001241,Ashton Central,"2,974","4,531",946,859,794,665,536,440,366,209,217,"9,563"
E02001242,Audenshaw,"1,372","2,175",490,474,488,499,456,377,336,267,339,"5,901"
E02001243,Stalybridge South,"1,319","2,430",544,585,635,613,573,509,556,390,408,"7,243"
E02001244,Dukinfield East & Hough Hill,945,"1,540",306,376,475,426,348,355,394,292,268,"4,780"
E02001245,Dukinfield West,"1,620","2,830",572,564,651,604,504,399,369,231,284,"7,008"
E02001246,Newtonmoor,"1,500","2,324",484,458,592,588,454,380,411,246,387,"6,324"
E02001247,Guide Bridge,"1,479","2,494",487,480,558,555,486,368,334,225,309,"6,296"
E02001248,Hyde North,"2,759","4,119",872,812,810,788,645,499,479,280,282,"9,586"
E02001249,Denton North,"1,227","2,174",423,407,494,461,428,312,282,225,284,"5,490"
E02001250,Godley,"1,091","1,843",415,472,554,543,495,389,416,297,282,"5,706"
E02001251,"Mottram, Hollingworth & Broadbottom",961,"1,675",317,385,507,565,427,439,435,278,323,"5,351"
E02001252,Dane Bank,"1,235","2,139",475,476,603,633,542,414,440,326,535,"6,583"
E02001253,Denton West,934,"1,565",305,351,413,426,351,278,268,223,259,"4,439"
E02001254,Denton East,"1,022","1,784",337,419,426,464,345,290,356,242,263,"4,926"
E02001255,Hattersley,"2,073","2,699",476,456,498,511,417,283,283,162,248,"6,033"
E02001256,Hyde South,"2,408","3,815",796,723,770,675,504,394,383,311,455,"8,826"
E02001257,Denton South,"1,749","2,791",497,589,722,743,622,512,535,430,579,"8,020"
E02001258,Cheetham Fold & Gee Cross,"1,318","1,970",474,532,595,607,463,430,479,339,486,"6,375"
E02001259,Old Trafford,"2,724","5,538","1,088",846,771,720,513,348,232,151,312,"10,519"
E02001260,Trafford Park West & Kingsway Park,"1,496","2,338",523,575,626,535,539,397,430,336,366,"6,665"
E02001261,Gorse Hill,"1,994","3,400",738,630,614,592,426,305,253,163,224,"7,345"
E02001262,Firswood,"1,975","3,464",742,625,680,650,500,363,294,199,388,"7,905"
E02001263,Davyhulme,"1,604","2,316",567,592,646,690,559,478,518,422,590,"7,378"
E02001264,Trafford Park East & Sevenways,"1,964","2,855",699,612,696,615,526,360,303,237,315,"7,218"
E02001265,Flixton & Moorside,"1,631","2,596",572,631,583,649,556,453,465,290,399,"7,194"
E02001266,Lostock & Stretford Meadows,"1,375","2,222",503,480,562,550,447,331,346,214,302,"5,957"
E02001267,Urmston East,"1,236","2,234",483,529,521,632,446,364,378,267,481,"6,335"
E02001268,Urmston West,"1,236","1,895",516,500,569,589,483,434,461,341,473,"6,261"
E02001269,Stretford East,"1,703","2,959",748,633,594,596,502,406,359,215,355,"7,367"
E02001270,Sale North,"1,859","2,727",787,692,577,570,445,353,338,257,440,"7,186"
E02001271,Ashton upon Mersey North,"1,417","2,041",507,468,509,510,430,363,319,210,325,"5,682"
E02001272,Sale East,"1,675","2,241",713,636,589,542,474,412,418,317,467,"6,809"
E02001273,Sale Central,"2,028","2,963","1,009",814,684,598,477,438,419,305,543,"8,250"
E02001274,Ashton upon Mersey South,"1,560","2,107",603,629,614,648,558,499,530,415,620,"7,223"
E02001275,Partington,"2,146","2,971",545,479,577,627,553,402,366,227,331,"7,078"
E02001276,Sale Moor,"1,977","2,630",711,632,568,553,409,388,402,247,347,"6,887"
E02001277,Broadheath & Firsway,"2,361","3,182",805,786,792,649,462,348,309,253,218,"7,804"
E02001278,West Timperley,"1,981","2,461",725,752,665,579,515,427,440,296,414,"7,274"
E02001279,Timperley North,"1,792","2,261",717,711,677,652,514,447,455,317,425,"7,176"
E02001280,Timperley East,"1,838","2,485",609,644,621,618,501,404,450,360,482,"7,174"
E02001281,Timperley South,"1,599","2,034",604,615,616,574,468,418,458,384,576,"6,747"
E02001282,Altrincham East,"2,329","3,478","1,005",842,694,604,468,413,368,268,352,"8,492"
E02001283,"Altrincham West, Dunham & Warburton","1,994","2,919",801,740,702,717,601,453,476,410,639,"8,458"
E02001284,Hale,"1,963","2,292",673,728,744,654,532,392,354,248,347,"6,964"
E02001285,Bowdon,"1,518","2,038",590,584,697,629,577,467,477,381,605,"7,045"
E02001286,Hale Barns,"1,891","2,267",573,615,667,595,511,496,475,417,682,"7,298"
E02001287,Standish North,"1,154","1,887",414,427,510,514,416,297,356,285,287,"5,393"
E02001288,Standish South,"1,385","2,330",502,540,661,643,573,501,560,368,485,"7,163"
E02001289,Shevington,"1,647","2,562",587,751,789,784,696,688,761,557,645,"8,820"
E02001290,Aspull & Red Rock,991,"1,639",343,439,529,540,403,345,377,296,402,"5,313"
E02001291,Beech Hill,"1,506","2,475",430,494,590,570,511,399,393,306,344,"6,512"
E02001292,Wigan Marylebone & Bottling Wood,"1,280","2,477",493,581,638,647,584,469,454,381,520,"7,244"
E02001293,New Springs,"1,081","1,763",381,384,471,527,446,327,416,308,313,"5,336"
E02001294,Wigan Central,"1,283","2,866",599,548,625,599,539,331,343,224,392,"7,066"
E02001295,Wigan East,"1,320","2,461",446,494,629,608,496,380,331,221,281,"6,347"
E02001296,Laithwaite & Marsh Green,"2,472","3,250",575,553,606,536,422,342,322,218,252,"7,076"
E02001297,Pemberton North,"1,213","2,013",444,482,524,452,429,386,373,235,252,"5,590"
E02001298,Ince-in-Makerfield,"1,911","2,965",580,583,616,492,454,333,358,237,245,"6,863"
E02001299,Hindley West,"1,515","2,744",549,690,784,678,529,401,433,366,398,"7,572"
E02001300,Pemberton South,"1,499","2,546",524,534,644,533,471,425,447,374,410,"6,908"
E02001301,Wigan South,"1,848","3,143",570,567,644,570,469,388,408,256,369,"7,384"
E02001302,Hindley East,"1,625","2,429",494,494,656,593,475,399,474,361,395,"6,770"
E02001303,Atherton North,"2,095","3,089",613,578,669,592,484,368,365,244,255,"7,257"
E02001304,Orrell & Longshaw,"2,265","3,314",796,955,"1,023",981,787,669,818,617,849,"10,809"
E02001305,Hindley Green,"1,422","2,319",486,551,678,573,545,517,583,449,428,"7,129"
E02001306,Worsley Mesnes & Hawkley,"1,186","1,968",391,488,640,553,513,448,585,388,344,"6,318"
E02001307,Winstanley,"2,183","3,238",844,836,955,823,706,673,808,507,418,"9,808"
E02001308,Atherton South East & Tyldesley West,957,"1,664",355,369,485,467,385,377,353,305,340,"5,100"
E02001309,Atherton South West,"1,472","2,588",522,540,611,548,537,439,437,335,409,"6,966"
E02001310,Platt Bridge & Spring View,"2,097","3,195",626,657,716,582,457,406,427,295,268,"7,629"
E02001311,Tyldesley North,"1,501","2,551",503,537,645,636,523,498,479,290,327,"6,989"
E02001312,Abram & Bickershaw,"1,705","3,199",580,529,669,512,415,394,386,261,208,"7,153"
E02001313,Leigh North,"1,787","2,648",501,554,572,581,451,401,401,289,289,"6,687"
E02001314,Tyldesley South,"1,681","2,401",555,524,638,635,590,450,421,254,224,"6,692"
E02001315,"Astley, Blackmoor & Mosley Common","1,708","2,760",555,587,656,615,560,447,528,397,395,"7,500"
E02001316,Leigh Central,"1,460","2,781",519,488,540,474,372,264,266,197,196,"6,097"
E02001317,Leigh East & Higher Folds,"1,616","2,677",530,649,731,674,545,450,490,384,402,"7,532"
E02001318,Ashton-in-Makerfield North,"1,353","2,222",482,553,613,575,487,477,518,395,421,"6,743"
E02001319,Leigh West,"1,646","2,841",453,535,632,609,472,391,408,263,285,"6,889"
E02001320,Leigh South East,"1,294","2,264",409,525,617,579,500,365,413,361,358,"6,391"
E02001321,Ashton-in-Makerfield East,"1,449","2,354",534,578,675,626,490,465,482,376,392,"6,972"
E02001322,Ashton-in-Makerfield West,"1,110","1,946",399,452,584,581,457,449,497,433,497,"6,295"
E02001323,Leigh South,"1,399","2,231",471,577,649,559,474,407,460,383,391,"6,602"
E02001324,Golborne,"1,594","2,567",548,563,617,609,494,410,454,304,366,"6,932"
E02001325,Lowton,"1,455","2,404",491,582,787,709,564,511,546,414,391,"7,399"
E02001326,Lowton Common,"1,436","2,161",462,560,638,621,483,427,534,422,415,"6,723"
E02001327,Kirkby North East,"2,661","3,633",666,593,542,546,564,545,366,162,128,"7,745"
