Area_Code,Area_Name,Week_number,Setting,Deaths
E07000225,Chichester,22,Hospice,2
E07000225,Chichester,22,Hospital,7
E07000225,Chichester,22,Other communal establishment,1
E07000225,Chichester,23,Care home,9
E07000225,Chichester,23,Elsewhere,1
E07000225,Chichester,23,Home,5
E07000225,Chichester,23,Hospice,2
E07000225,Chichester,23,Hospital,11
E07000225,Chichester,23,Other communal establishment,0
E07000225,Chichester,24,Care home,7
E07000225,Chichester,24,Elsewhere,0
E07000225,Chichester,24,Home,6
E07000225,Chichester,24,Hospice,1
E07000225,Chichester,24,Hospital,13
E07000225,Chichester,24,Other communal establishment,0
E07000225,Chichester,25,Care home,6
E07000225,Chichester,25,Elsewhere,1
E07000225,Chichester,25,Home,5
E07000225,Chichester,25,Hospice,1
E07000225,Chichester,25,Hospital,10
E07000225,Chichester,25,Other communal establishment,0
E07000225,Chichester,26,Care home,7
E07000225,Chichester,26,Elsewhere,0
E07000225,Chichester,26,Home,5
E07000225,Chichester,26,Hospice,1
E07000225,Chichester,26,Hospital,8
E07000225,Chichester,26,Other communal establishment,0
E07000225,Chichester,27,Care home,5
E07000225,Chichester,27,Elsewhere,0
E07000225,Chichester,27,Home,8
E07000225,Chichester,27,Hospice,2
E07000225,Chichester,27,Hospital,10
E07000225,Chichester,27,Other communal establishment,0
E07000225,Chichester,28,Care home,8
E07000225,Chichester,28,Elsewhere,0
E07000225,Chichester,28,Home,5
E07000225,Chichester,28,Hospice,2
E07000225,Chichester,28,Hospital,7
E07000225,Chichester,28,Other communal establishment,0
E07000225,Chichester,29,Care home,11
E07000225,Chichester,29,Elsewhere,1
E07000225,Chichester,29,Home,7
E07000225,Chichester,29,Hospice,1
E07000225,Chichester,29,Hospital,10
E07000225,Chichester,29,Other communal establishment,0
E07000225,Chichester,30,Care home,7
E07000225,Chichester,30,Elsewhere,0
E07000225,Chichester,30,Home,7
E07000225,Chichester,30,Hospice,1
E07000225,Chichester,30,Hospital,9
E07000225,Chichester,30,Other communal establishment,0
E07000225,Chichester,31,Care home,6
E07000225,Chichester,31,Elsewhere,0
E07000225,Chichester,31,Home,5
E07000225,Chichester,31,Hospice,1
E07000225,Chichester,31,Hospital,9
E07000225,Chichester,31,Other communal establishment,0
E07000225,Chichester,32,Care home,7
E07000225,Chichester,32,Elsewhere,1
E07000225,Chichester,32,Home,4
E07000225,Chichester,32,Hospice,1
E07000225,Chichester,32,Hospital,7
E07000225,Chichester,32,Other communal establishment,0
E07000225,Chichester,33,Care home,7
E07000225,Chichester,33,Elsewhere,0
E07000225,Chichester,33,Home,7
E07000225,Chichester,33,Hospice,1
E07000225,Chichester,33,Hospital,11
E07000225,Chichester,33,Other communal establishment,0
E07000225,Chichester,34,Care home,9
E07000225,Chichester,34,Elsewhere,0
E07000225,Chichester,34,Home,6
E07000225,Chichester,34,Hospice,3
E07000225,Chichester,34,Hospital,7
E07000225,Chichester,34,Other communal establishment,0
E07000225,Chichester,35,Care home,7
E07000225,Chichester,35,Elsewhere,1
E07000225,Chichester,35,Home,4
E07000225,Chichester,35,Hospice,2
E07000225,Chichester,35,Hospital,7
E07000225,Chichester,35,Other communal establishment,0
E07000225,Chichester,36,Care home,10
E07000225,Chichester,36,Elsewhere,0
E07000225,Chichester,36,Home,7
E07000225,Chichester,36,Hospice,2
E07000225,Chichester,36,Hospital,10
E07000225,Chichester,36,Other communal establishment,0
E07000225,Chichester,37,Care home,8
E07000225,Chichester,37,Elsewhere,1
E07000225,Chichester,37,Home,8
E07000225,Chichester,37,Hospice,2
E07000225,Chichester,37,Hospital,7
E07000225,Chichester,37,Other communal establishment,0
E07000225,Chichester,38,Care home,9
E07000225,Chichester,38,Elsewhere,1
E07000225,Chichester,38,Home,4
E07000225,Chichester,38,Hospice,2
E07000225,Chichester,38,Hospital,9
E07000225,Chichester,38,Other communal establishment,0
E07000225,Chichester,39,Care home,7
E07000225,Chichester,39,Elsewhere,1
E07000225,Chichester,39,Home,6
E07000225,Chichester,39,Hospice,1
E07000225,Chichester,39,Hospital,12
E07000225,Chichester,39,Other communal establishment,0
E07000225,Chichester,40,Care home,9
E07000225,Chichester,40,Elsewhere,1
E07000225,Chichester,40,Home,7
E07000225,Chichester,40,Hospice,2
E07000225,Chichester,40,Hospital,10
E07000225,Chichester,40,Other communal establishment,0
E07000225,Chichester,41,Care home,11
E07000225,Chichester,41,Elsewhere,1
E07000225,Chichester,41,Home,5
E07000225,Chichester,41,Hospice,2
E07000225,Chichester,41,Hospital,10
E07000225,Chichester,41,Other communal establishment,0
E07000225,Chichester,42,Care home,11
E07000225,Chichester,42,Elsewhere,0
E07000225,Chichester,42,Home,7
E07000225,Chichester,42,Hospice,1
E07000225,Chichester,42,Hospital,9
E07000225,Chichester,42,Other communal establishment,0
E07000225,Chichester,43,Care home,10
E07000225,Chichester,43,Elsewhere,1
E07000225,Chichester,43,Home,6
E07000225,Chichester,43,Hospice,1
E07000225,Chichester,43,Hospital,11
E07000225,Chichester,43,Other communal establishment,0
E07000225,Chichester,44,Care home,9
E07000225,Chichester,44,Elsewhere,0
E07000225,Chichester,44,Home,5
E07000225,Chichester,44,Hospice,1
E07000225,Chichester,44,Hospital,12
E07000225,Chichester,44,Other communal establishment,0
E07000225,Chichester,45,Care home,9
E07000225,Chichester,45,Elsewhere,0
E07000225,Chichester,45,Home,7
E07000225,Chichester,45,Hospice,2
E07000225,Chichester,45,Hospital,11
E07000225,Chichester,45,Other communal establishment,0
E07000225,Chichester,46,Care home,10
E07000225,Chichester,46,Elsewhere,0
E07000225,Chichester,46,Home,5
E07000225,Chichester,46,Hospice,1
E07000225,Chichester,46,Hospital,9
E07000225,Chichester,46,Other communal establishment,0
E07000225,Chichester,47,Care home,6
E07000225,Chichester,47,Elsewhere,1
E07000225,Chichester,47,Home,6
E07000225,Chichester,47,Hospice,1
E07000225,Chichester,47,Hospital,12
E07000225,Chichester,47,Other communal establishment,0
E07000225,Chichester,48,Care home,11
E07000225,Chichester,48,Elsewhere,1
E07000225,Chichester,48,Home,5
E07000225,Chichester,48,Hospice,2
E07000225,Chichester,48,Hospital,11
E07000225,Chichester,48,Other communal establishment,0
E07000225,Chichester,49,Care home,11
E07000225,Chichester,49,Elsewhere,1
E07000225,Chichester,49,Home,7
E07000225,Chichester,49,Hospice,1
E07000225,Chichester,49,Hospital,11
E07000225,Chichester,49,Other communal establishment,0
E07000225,Chichester,50,Care home,14
E07000225,Chichester,50,Elsewhere,0
E07000225,Chichester,50,Home,5
E07000225,Chichester,50,Hospice,1
E07000225,Chichester,50,Hospital,10
E07000225,Chichester,50,Other communal establishment,0
E07000225,Chichester,51,Care home,11
E07000225,Chichester,51,Elsewhere,0
E07000225,Chichester,51,Home,6
E07000225,Chichester,51,Hospice,3
E07000225,Chichester,51,Hospital,10
E07000225,Chichester,51,Other communal establishment,0
E07000225,Chichester,52,Care home,9
E07000225,Chichester,52,Elsewhere,0
E07000225,Chichester,52,Home,5
E07000225,Chichester,52,Hospice,2
E07000225,Chichester,52,Hospital,8
E07000225,Chichester,52,Other communal establishment,0
E07000226,Crawley,1,Care home,2
E07000226,Crawley,1,Elsewhere,0
E07000226,Crawley,1,Home,4
E07000226,Crawley,1,Hospice,1
E07000226,Crawley,1,Hospital,8
E07000226,Crawley,1,Other communal establishment,0
E07000226,Crawley,2,Care home,3
E07000226,Crawley,2,Elsewhere,0
E07000226,Crawley,2,Home,5
E07000226,Crawley,2,Hospice,2
E07000226,Crawley,2,Hospital,9
E07000226,Crawley,2,Other communal establishment,0
E07000226,Crawley,3,Care home,3
E07000226,Crawley,3,Elsewhere,0
E07000226,Crawley,3,Home,4
E07000226,Crawley,3,Hospice,2
E07000226,Crawley,3,Hospital,12
E07000226,Crawley,3,Other communal establishment,0
E07000226,Crawley,4,Care home,4
E07000226,Crawley,4,Elsewhere,0
E07000226,Crawley,4,Home,4
E07000226,Crawley,4,Hospice,1
E07000226,Crawley,4,Hospital,10
E07000226,Crawley,4,Other communal establishment,0
E07000226,Crawley,5,Care home,3
E07000226,Crawley,5,Elsewhere,0
E07000226,Crawley,5,Home,3
E07000226,Crawley,5,Hospice,1
E07000226,Crawley,5,Hospital,7
E07000226,Crawley,5,Other communal establishment,0
E07000226,Crawley,6,Care home,2
E07000226,Crawley,6,Elsewhere,1
E07000226,Crawley,6,Home,5
E07000226,Crawley,6,Hospice,2
E07000226,Crawley,6,Hospital,9
E07000226,Crawley,6,Other communal establishment,0
E07000226,Crawley,7,Care home,2
E07000226,Crawley,7,Elsewhere,1
E07000226,Crawley,7,Home,5
E07000226,Crawley,7,Hospice,1
E07000226,Crawley,7,Hospital,9
E07000226,Crawley,7,Other communal establishment,0
E07000226,Crawley,8,Care home,1
E07000226,Crawley,8,Elsewhere,0
E07000226,Crawley,8,Home,3
E07000226,Crawley,8,Hospice,1
E07000226,Crawley,8,Hospital,7
E07000226,Crawley,8,Other communal establishment,0
E07000226,Crawley,9,Care home,3
E07000226,Crawley,9,Elsewhere,0
E07000226,Crawley,9,Home,5
E07000226,Crawley,9,Hospice,2
E07000226,Crawley,9,Hospital,8
E07000226,Crawley,9,Other communal establishment,0
E07000226,Crawley,10,Care home,3
E07000226,Crawley,10,Elsewhere,1
E07000226,Crawley,10,Home,2
E07000226,Crawley,10,Hospice,3
E07000226,Crawley,10,Hospital,8
E07000226,Crawley,10,Other communal establishment,0
E07000226,Crawley,11,Care home,3
E07000226,Crawley,11,Elsewhere,0
E07000226,Crawley,11,Home,3
E07000226,Crawley,11,Hospice,1
E07000226,Crawley,11,Hospital,8
E07000226,Crawley,11,Other communal establishment,0
E07000226,Crawley,12,Care home,3
E07000226,Crawley,12,Elsewhere,0
E07000226,Crawley,12,Home,4
E07000226,Crawley,12,Hospice,1
E07000226,Crawley,12,Hospital,8
E07000226,Crawley,12,Other communal establishment,0
E07000226,Crawley,13,Care home,2
E07000226,Crawley,13,Elsewhere,1
E07000226,Crawley,13,Home,4
E07000226,Crawley,13,Hospice,1
E07000226,Crawley,13,Hospital,7
E07000226,Crawley,13,Other communal establishment,0
E07000226,Crawley,14,Care home,3
E07000226,Crawley,14,Elsewhere,0
E07000226,Crawley,14,Home,3
E07000226,Crawley,14,Hospice,2
E07000226,Crawley,14,Hospital,7
E07000226,Crawley,14,Other communal establishment,0
E07000226,Crawley,15,Care home,3
E07000226,Crawley,15,Elsewhere,0
E07000226,Crawley,15,Home,2
E07000226,Crawley,15,Hospice,1
E07000226,Crawley,15,Hospital,8
E07000226,Crawley,15,Other communal establishment,0
E07000226,Crawley,16,Care home,2
E07000226,Crawley,16,Elsewhere,0
E07000226,Crawley,16,Home,3
E07000226,Crawley,16,Hospice,1
E07000226,Crawley,16,Hospital,7
E07000226,Crawley,16,Other communal establishment,0
E07000226,Crawley,17,Care home,2
E07000226,Crawley,17,Elsewhere,0
E07000226,Crawley,17,Home,4
E07000226,Crawley,17,Hospice,1
E07000226,Crawley,17,Hospital,7
E07000226,Crawley,17,Other communal establishment,0
E07000226,Crawley,18,Care home,1
E07000226,Crawley,18,Elsewhere,0
E07000226,Crawley,18,Home,4
E07000226,Crawley,18,Hospice,1
E07000226,Crawley,18,Hospital,11
E07000226,Crawley,18,Other communal establishment,0
E07000226,Crawley,19,Care home,3
E07000226,Crawley,19,Elsewhere,0
E07000226,Crawley,19,Home,4
E07000226,Crawley,19,Hospice,1
E07000226,Crawley,19,Hospital,5
E07000226,Crawley,19,Other communal establishment,0
E07000226,Crawley,20,Care home,2
E07000226,Crawley,20,Elsewhere,0
E07000226,Crawley,20,Home,4
E07000226,Crawley,20,Hospice,1
E07000226,Crawley,20,Hospital,8
E07000226,Crawley,20,Other communal establishment,0
E07000226,Crawley,21,Care home,2
E07000226,Crawley,21,Elsewhere,0
E07000226,Crawley,21,Home,3
E07000226,Crawley,21,Hospice,1
E07000226,Crawley,21,Hospital,8
E07000226,Crawley,21,Other communal establishment,0
E07000226,Crawley,22,Care home,1
E07000226,Crawley,22,Elsewhere,0
E07000226,Crawley,22,Home,3
E07000226,Crawley,22,Hospice,2
E07000226,Crawley,22,Hospital,4
E07000226,Crawley,22,Other communal establishment,0
E07000226,Crawley,23,Care home,2
E07000226,Crawley,23,Elsewhere,0
E07000226,Crawley,23,Home,2
E07000226,Crawley,23,Hospice,1
E07000226,Crawley,23,Hospital,8
E07000226,Crawley,23,Other communal establishment,0
E07000226,Crawley,24,Care home,1
E07000226,Crawley,24,Elsewhere,1
E07000226,Crawley,24,Home,5
E07000226,Crawley,24,Hospice,3
E07000226,Crawley,24,Hospital,8
E07000226,Crawley,24,Other communal establishment,0
E07000226,Crawley,25,Care home,2
E07000226,Crawley,25,Elsewhere,1
E07000226,Crawley,25,Home,3
E07000226,Crawley,25,Hospice,2
E07000226,Crawley,25,Hospital,7
E07000226,Crawley,25,Other communal establishment,0
E07000226,Crawley,26,Care home,3
E07000226,Crawley,26,Elsewhere,0
E07000226,Crawley,26,Home,3
E07000226,Crawley,26,Hospice,2
E07000226,Crawley,26,Hospital,7
E07000226,Crawley,26,Other communal establishment,0
E07000226,Crawley,27,Care home,2
E07000226,Crawley,27,Elsewhere,0
E07000226,Crawley,27,Home,3
E07000226,Crawley,27,Hospice,2
E07000226,Crawley,27,Hospital,7
E07000226,Crawley,27,Other communal establishment,0
E07000226,Crawley,28,Care home,2
E07000226,Crawley,28,Elsewhere,1
E07000226,Crawley,28,Home,2
E07000226,Crawley,28,Hospice,1
E07000226,Crawley,28,Hospital,7
E07000226,Crawley,28,Other communal establishment,0
E07000226,Crawley,29,Care home,2
E07000226,Crawley,29,Elsewhere,1
E07000226,Crawley,29,Home,3
E07000226,Crawley,29,Hospice,1
E07000226,Crawley,29,Hospital,4
E07000226,Crawley,29,Other communal establishment,0
E07000226,Crawley,30,Care home,2
E07000226,Crawley,30,Elsewhere,0
E07000226,Crawley,30,Home,2
E07000226,Crawley,30,Hospice,0
E07000226,Crawley,30,Hospital,6
E07000226,Crawley,30,Other communal establishment,0
E07000226,Crawley,31,Care home,1
E07000226,Crawley,31,Elsewhere,0
E07000226,Crawley,31,Home,3
E07000226,Crawley,31,Hospice,2
E07000226,Crawley,31,Hospital,5
E07000226,Crawley,31,Other communal establishment,0
E07000226,Crawley,32,Care home,2
E07000226,Crawley,32,Elsewhere,0
E07000226,Crawley,32,Home,3
E07000226,Crawley,32,Hospice,2
E07000226,Crawley,32,Hospital,7
E07000226,Crawley,32,Other communal establishment,0
E07000226,Crawley,33,Care home,2
E07000226,Crawley,33,Elsewhere,1
E07000226,Crawley,33,Home,3
E07000226,Crawley,33,Hospice,1
E07000226,Crawley,33,Hospital,5
E07000226,Crawley,33,Other communal establishment,0
E07000226,Crawley,34,Care home,2
E07000226,Crawley,34,Elsewhere,1
E07000226,Crawley,34,Home,3
E07000226,Crawley,34,Hospice,1
E07000226,Crawley,34,Hospital,8
E07000226,Crawley,34,Other communal establishment,0
E07000226,Crawley,35,Care home,2
E07000226,Crawley,35,Elsewhere,0
E07000226,Crawley,35,Home,3
E07000226,Crawley,35,Hospice,2
E07000226,Crawley,35,Hospital,6
E07000226,Crawley,35,Other communal establishment,0
E07000226,Crawley,36,Care home,2
E07000226,Crawley,36,Elsewhere,1
E07000226,Crawley,36,Home,3
E07000226,Crawley,36,Hospice,1
E07000226,Crawley,36,Hospital,6
E07000226,Crawley,36,Other communal establishment,0
E07000226,Crawley,37,Care home,2
E07000226,Crawley,37,Elsewhere,0
E07000226,Crawley,37,Home,3
E07000226,Crawley,37,Hospice,3
E07000226,Crawley,37,Hospital,9
E07000226,Crawley,37,Other communal establishment,0
E07000226,Crawley,38,Care home,2
E07000226,Crawley,38,Elsewhere,1
E07000226,Crawley,38,Home,5
E07000226,Crawley,38,Hospice,1
E07000226,Crawley,38,Hospital,9
E07000226,Crawley,38,Other communal establishment,0
E07000226,Crawley,39,Care home,2
E07000226,Crawley,39,Elsewhere,0
E07000226,Crawley,39,Home,4
E07000226,Crawley,39,Hospice,2
E07000226,Crawley,39,Hospital,7
E07000226,Crawley,39,Other communal establishment,0
E07000226,Crawley,40,Care home,3
E07000226,Crawley,40,Elsewhere,0
E07000226,Crawley,40,Home,3
E07000226,Crawley,40,Hospice,1
E07000226,Crawley,40,Hospital,7
E07000226,Crawley,40,Other communal establishment,0
E07000226,Crawley,41,Care home,2
E07000226,Crawley,41,Elsewhere,1
E07000226,Crawley,41,Home,3
E07000226,Crawley,41,Hospice,1
E07000226,Crawley,41,Hospital,6
E07000226,Crawley,41,Other communal establishment,0
E07000226,Crawley,42,Care home,2
E07000226,Crawley,42,Elsewhere,0
E07000226,Crawley,42,Home,3
E07000226,Crawley,42,Hospice,1
E07000226,Crawley,42,Hospital,6
E07000226,Crawley,42,Other communal establishment,0
E07000226,Crawley,43,Care home,3
E07000226,Crawley,43,Elsewhere,0
E07000226,Crawley,43,Home,2
E07000226,Crawley,43,Hospice,1
E07000226,Crawley,43,Hospital,8
E07000226,Crawley,43,Other communal establishment,0
E07000226,Crawley,44,Care home,3
E07000226,Crawley,44,Elsewhere,0
E07000226,Crawley,44,Home,4
E07000226,Crawley,44,Hospice,1
E07000226,Crawley,44,Hospital,7
E07000226,Crawley,44,Other communal establishment,0
E07000226,Crawley,45,Care home,3
E07000226,Crawley,45,Elsewhere,1
E07000226,Crawley,45,Home,4
E07000226,Crawley,45,Hospice,1
E07000226,Crawley,45,Hospital,7
E07000226,Crawley,45,Other communal establishment,0
E07000226,Crawley,46,Care home,2
E07000226,Crawley,46,Elsewhere,0
E07000226,Crawley,46,Home,4
E07000226,Crawley,46,Hospice,2
E07000226,Crawley,46,Hospital,6
E07000226,Crawley,46,Other communal establishment,0
E07000226,Crawley,47,Care home,2
E07000226,Crawley,47,Elsewhere,0
E07000226,Crawley,47,Home,4
E07000226,Crawley,47,Hospice,1
E07000226,Crawley,47,Hospital,7
E07000226,Crawley,47,Other communal establishment,0
E07000226,Crawley,48,Care home,2
E07000226,Crawley,48,Elsewhere,0
E07000226,Crawley,48,Home,3
E07000226,Crawley,48,Hospice,2
E07000226,Crawley,48,Hospital,8
E07000226,Crawley,48,Other communal establishment,0
E07000226,Crawley,49,Care home,1
E07000226,Crawley,49,Elsewhere,1
E07000226,Crawley,49,Home,3
E07000226,Crawley,49,Hospice,2
E07000226,Crawley,49,Hospital,8
E07000226,Crawley,49,Other communal establishment,0
E07000226,Crawley,50,Care home,2
E07000226,Crawley,50,Elsewhere,0
E07000226,Crawley,50,Home,4
E07000226,Crawley,50,Hospice,1
E07000226,Crawley,50,Hospital,9
E07000226,Crawley,50,Other communal establishment,0
E07000226,Crawley,51,Care home,2
E07000226,Crawley,51,Elsewhere,1
E07000226,Crawley,51,Home,4
E07000226,Crawley,51,Hospice,1
E07000226,Crawley,51,Hospital,7
E07000226,Crawley,51,Other communal establishment,0
E07000226,Crawley,52,Care home,2
E07000226,Crawley,52,Elsewhere,0
E07000226,Crawley,52,Home,1
E07000226,Crawley,52,Hospice,1
E07000226,Crawley,52,Hospital,5
E07000226,Crawley,52,Other communal establishment,0
E07000227,Horsham,1,Care home,8
E07000227,Horsham,1,Elsewhere,0
E07000227,Horsham,1,Home,5
E07000227,Horsham,1,Hospice,2
E07000227,Horsham,1,Hospital,13
E07000227,Horsham,1,Other communal establishment,0
E07000227,Horsham,2,Care home,14
E07000227,Horsham,2,Elsewhere,0
E07000227,Horsham,2,Home,8
E07000227,Horsham,2,Hospice,2
E07000227,Horsham,2,Hospital,13
E07000227,Horsham,2,Other communal establishment,0
E07000227,Horsham,3,Care home,12
E07000227,Horsham,3,Elsewhere,1
E07000227,Horsham,3,Home,7
E07000227,Horsham,3,Hospice,1
E07000227,Horsham,3,Hospital,15
E07000227,Horsham,3,Other communal establishment,0
E07000227,Horsham,4,Care home,11
E07000227,Horsham,4,Elsewhere,1
E07000227,Horsham,4,Home,5
E07000227,Horsham,4,Hospice,2
E07000227,Horsham,4,Hospital,13
E07000227,Horsham,4,Other communal establishment,0
E07000227,Horsham,5,Care home,8
E07000227,Horsham,5,Elsewhere,0
E07000227,Horsham,5,Home,7
E07000227,Horsham,5,Hospice,1
E07000227,Horsham,5,Hospital,10
E07000227,Horsham,5,Other communal establishment,0
E07000227,Horsham,6,Care home,7
E07000227,Horsham,6,Elsewhere,0
E07000227,Horsham,6,Home,7
E07000227,Horsham,6,Hospice,2
E07000227,Horsham,6,Hospital,14
E07000227,Horsham,6,Other communal establishment,0
E07000227,Horsham,7,Care home,8
E07000227,Horsham,7,Elsewhere,0
E07000227,Horsham,7,Home,7
E07000227,Horsham,7,Hospice,2
E07000227,Horsham,7,Hospital,8
E07000227,Horsham,7,Other communal establishment,0
E07000227,Horsham,8,Care home,9
E07000227,Horsham,8,Elsewhere,1
E07000227,Horsham,8,Home,8
E07000227,Horsham,8,Hospice,2
E07000227,Horsham,8,Hospital,11
E07000227,Horsham,8,Other communal establishment,0
E07000227,Horsham,9,Care home,8
E07000227,Horsham,9,Elsewhere,0
E07000227,Horsham,9,Home,5
E07000227,Horsham,9,Hospice,3
E07000227,Horsham,9,Hospital,9
E07000227,Horsham,9,Other communal establishment,0
E07000227,Horsham,10,Care home,10
E07000227,Horsham,10,Elsewhere,1
E07000227,Horsham,10,Home,6
E07000227,Horsham,10,Hospice,1
E07000227,Horsham,10,Hospital,12
E07000227,Horsham,10,Other communal establishment,0
E07000227,Horsham,11,Care home,6
E07000227,Horsham,11,Elsewhere,0
E07000227,Horsham,11,Home,6
E07000227,Horsham,11,Hospice,1
E07000227,Horsham,11,Hospital,12
E07000227,Horsham,11,Other communal establishment,0
E07000227,Horsham,12,Care home,8
E07000227,Horsham,12,Elsewhere,0
E07000227,Horsham,12,Home,6
E07000227,Horsham,12,Hospice,1
E07000227,Horsham,12,Hospital,12
E07000227,Horsham,12,Other communal establishment,0
E07000227,Horsham,13,Care home,8
E07000227,Horsham,13,Elsewhere,1
E07000227,Horsham,13,Home,9
E07000227,Horsham,13,Hospice,2
E07000227,Horsham,13,Hospital,12
E07000227,Horsham,13,Other communal establishment,0
E07000227,Horsham,14,Care home,9
E07000227,Horsham,14,Elsewhere,0
E07000227,Horsham,14,Home,6
E07000227,Horsham,14,Hospice,2
E07000227,Horsham,14,Hospital,11
E07000227,Horsham,14,Other communal establishment,0
E07000227,Horsham,15,Care home,9
E07000227,Horsham,15,Elsewhere,1
E07000227,Horsham,15,Home,4
E07000227,Horsham,15,Hospice,1
E07000227,Horsham,15,Hospital,8
E07000227,Horsham,15,Other communal establishment,0
E07000227,Horsham,16,Care home,6
E07000227,Horsham,16,Elsewhere,0
E07000227,Horsham,16,Home,6
E07000227,Horsham,16,Hospice,1
E07000227,Horsham,16,Hospital,8
E07000227,Horsham,16,Other communal establishment,0
E07000227,Horsham,17,Care home,8
E07000227,Horsham,17,Elsewhere,1
E07000227,Horsham,17,Home,9
E07000227,Horsham,17,Hospice,2
E07000227,Horsham,17,Hospital,10
E07000227,Horsham,17,Other communal establishment,0
E07000227,Horsham,18,Care home,8
E07000227,Horsham,18,Elsewhere,1
E07000227,Horsham,18,Home,7
E07000227,Horsham,18,Hospice,1
E07000227,Horsham,18,Hospital,10
E07000227,Horsham,18,Other communal establishment,0
E07000227,Horsham,19,Care home,4
E07000227,Horsham,19,Elsewhere,1
E07000227,Horsham,19,Home,6
E07000227,Horsham,19,Hospice,2
E07000227,Horsham,19,Hospital,8
E07000227,Horsham,19,Other communal establishment,0
E07000227,Horsham,20,Care home,6
E07000227,Horsham,20,Elsewhere,0
E07000227,Horsham,20,Home,6
E07000227,Horsham,20,Hospice,1
E07000227,Horsham,20,Hospital,12
E07000227,Horsham,20,Other communal establishment,0
E07000227,Horsham,21,Care home,8
E07000227,Horsham,21,Elsewhere,0
E07000227,Horsham,21,Home,4
E07000227,Horsham,21,Hospice,2
E07000227,Horsham,21,Hospital,9
E07000227,Horsham,21,Other communal establishment,0
E07000227,Horsham,22,Care home,5
E07000227,Horsham,22,Elsewhere,1
E07000227,Horsham,22,Home,4
E07000227,Horsham,22,Hospice,2
E07000227,Horsham,22,Hospital,9
E07000227,Horsham,22,Other communal establishment,0
E07000227,Horsham,23,Care home,7
E07000227,Horsham,23,Elsewhere,0
E07000227,Horsham,23,Home,7
E07000227,Horsham,23,Hospice,2
E07000227,Horsham,23,Hospital,13
E07000227,Horsham,23,Other communal establishment,0
E07000227,Horsham,24,Care home,5
E07000227,Horsham,24,Elsewhere,1
E07000227,Horsham,24,Home,6
E07000227,Horsham,24,Hospice,2
E07000227,Horsham,24,Hospital,10
E07000227,Horsham,24,Other communal establishment,0
E07000227,Horsham,25,Care home,6
E07000227,Horsham,25,Elsewhere,1
E07000227,Horsham,25,Home,6
E07000227,Horsham,25,Hospice,1
E07000227,Horsham,25,Hospital,11
E07000227,Horsham,25,Other communal establishment,0
E07000227,Horsham,26,Care home,6
E07000227,Horsham,26,Elsewhere,0
E07000227,Horsham,26,Home,4
E07000227,Horsham,26,Hospice,2
E07000227,Horsham,26,Hospital,9
E07000227,Horsham,26,Other communal establishment,0
E07000227,Horsham,27,Care home,8
E07000227,Horsham,27,Elsewhere,0
E07000227,Horsham,27,Home,6
E07000227,Horsham,27,Hospice,1
E07000227,Horsham,27,Hospital,8
E07000227,Horsham,27,Other communal establishment,0
E07000227,Horsham,28,Care home,5
E07000227,Horsham,28,Elsewhere,0
E07000227,Horsham,28,Home,5
E07000227,Horsham,28,Hospice,1
E07000227,Horsham,28,Hospital,11
E07000227,Horsham,28,Other communal establishment,0
E07000227,Horsham,29,Care home,6
E07000227,Horsham,29,Elsewhere,0
E07000227,Horsham,29,Home,4
E07000227,Horsham,29,Hospice,2
E07000227,Horsham,29,Hospital,9
E07000227,Horsham,29,Other communal establishment,0
E07000227,Horsham,30,Care home,8
E07000227,Horsham,30,Elsewhere,0
E07000227,Horsham,30,Home,5
E07000227,Horsham,30,Hospice,1
E07000227,Horsham,30,Hospital,8
E07000227,Horsham,30,Other communal establishment,0
E07000227,Horsham,31,Care home,8
E07000227,Horsham,31,Elsewhere,0
E07000227,Horsham,31,Home,6
E07000227,Horsham,31,Hospice,1
E07000227,Horsham,31,Hospital,8
E07000227,Horsham,31,Other communal establishment,0
E07000227,Horsham,32,Care home,6
E07000227,Horsham,32,Elsewhere,0
E07000227,Horsham,32,Home,4
E07000227,Horsham,32,Hospice,2
E07000227,Horsham,32,Hospital,9
E07000227,Horsham,32,Other communal establishment,0
E07000227,Horsham,33,Care home,6
E07000227,Horsham,33,Elsewhere,1
E07000227,Horsham,33,Home,5
E07000227,Horsham,33,Hospice,1
E07000227,Horsham,33,Hospital,8
E07000227,Horsham,33,Other communal establishment,0
E07000227,Horsham,34,Care home,8
E07000227,Horsham,34,Elsewhere,1
E07000227,Horsham,34,Home,5
E07000227,Horsham,34,Hospice,2
E07000227,Horsham,34,Hospital,7
E07000227,Horsham,34,Other communal establishment,0
E07000227,Horsham,35,Care home,5
E07000227,Horsham,35,Elsewhere,0
E07000227,Horsham,35,Home,5
E07000227,Horsham,35,Hospice,1
E07000227,Horsham,35,Hospital,6
E07000227,Horsham,35,Other communal establishment,0
E07000227,Horsham,36,Care home,8
E07000227,Horsham,36,Elsewhere,1
E07000227,Horsham,36,Home,4
E07000227,Horsham,36,Hospice,2
E07000227,Horsham,36,Hospital,9
E07000227,Horsham,36,Other communal establishment,0
E07000227,Horsham,37,Care home,6
E07000227,Horsham,37,Elsewhere,1
E07000227,Horsham,37,Home,6
E07000227,Horsham,37,Hospice,1
E07000227,Horsham,37,Hospital,10
E07000227,Horsham,37,Other communal establishment,0
E07000227,Horsham,38,Care home,6
E07000227,Horsham,38,Elsewhere,0
E07000227,Horsham,38,Home,5
E07000227,Horsham,38,Hospice,2
E07000227,Horsham,38,Hospital,10
